"UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","PER","R_DEF","H_MUD","SEL_SUST","TIPO_CUEST","N_ENT","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_8_6","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_1","BP2_4_2","BP2_4_3","BP2_4_4","BP2_4_5","BP2_4_6","BP2_4_7","BP2_4_8","BP2_4_9","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"1500673
","02
","03
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","1
","2
","2
","3
","1
","1
","1
","2
","1
","1
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","1
","1
","1
","1
","
","
","2
","2
","2
","2
","
","
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2239
","U
","2
","27280
","0580
"
"1500673
","04
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","2
","1
","1
","2
","1
","1
","1
","1
","2
","2
","2
","2
","1
","2
","1
","1
","1
","1
","1
","1
","1
","3
","3
","2
","2
","2
","2
","3
","3
","2
","2
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","2
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1119
","U
","2
","27280
","0580
"
"1500673
","05
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","1
","1
","2
","2
","3
","1
","2
","2
","2
","2
","2
","2
","2
","9
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","2
","2
","3
","3
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1119
","U
","2
","27280
","0580
"
"1500682
","01
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","3
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","2
","2
","2
","2
","1
","2
","1
","2
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","4
","1
","1
","2
","
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1081
","U
","2
","27290
","0580
"
"1500682
","02
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","3
","2
","1
","1
","2
","3
","2
","2
","1
","1
","2
","1
","1
","2
","3
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","2
","2
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","3
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2703
","U
","2
","27290
","0580
"
"1500682
","03
","03
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","3
","1
","1
","1
","1
","3
","1
","1
","1
","1
","2
","1
","1
","1
","1
","2
","1
","1
","2
","1
","2
","2
","1
","1
","1
","2
","2
","1
","1
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","1
","1
","2
","2
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2162
","U
","2
","27290
","0580
"
"1500682
","04
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","3
","2
","2
","2
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","1
","1
","2
","1
","2
","1
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2703
","U
","2
","27290
","0580
"
"1500683
","01
","03
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","4
","3
","3
","1
","1
","1
","4
","4
","4
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","1
","1
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1838
","U
","2
","27300
","0580
"
"1500683
","02
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","
","
","
","
","1
","1
","
","
","
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3064
","U
","2
","27300
","0580
"
"1500683
","03
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","2
","2
","2
","2
","2
","2
","9
","1
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","4
","3
","4
","1
","1
","1
","4
","2
","4
","1
","4
","4
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1838
","U
","2
","27300
","0580
"
"1500683
","04
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","1
","1
","2
","2
","1
","1
","1
","2
","1
","2
","2
","1
","1
","2
","2
","3
","1
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","3
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1226
","U
","2
","27300
","0580
"
"1500683
","05
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","2
","1
","1
","2
","1
","1
","2
","1
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","3
","3
","1
","1
","1
","4
","2
","3
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","1
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1226
","U
","2
","27300
","0580
"
"1500691
","02
","04
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","1
","1
","2
","3
","1
","1
","2
","2
","2
","1
","1
","1
","3
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","1
","1
","0
","1
","1
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2561
","U
","2
","27310
","0580
"
"1500691
","03
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","1
","1
","1
","1
","3
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","1
","3
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","1
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","1
","2
","3202
","U
","2
","27310
","0580
"
"1500691
","04
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","1
","3
","2
","3
","2
","3
","3
","3
","2
","1
","2
","3
","1
","2
","2
","1
","2
","1
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","2
","2
","2
","3
","
","
","
","
","2
","2
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","640
","U
","2
","27310
","0580
"
"1500691
","05
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","1
","1
","1
","1
","3
","1
","1
","1
","1
","2
","1
","1
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","1
","2
","2
","1
","1
","1
","1
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1921
","U
","2
","27310
","0580
"
"1500700
","01
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","3
","1
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","
","3
","3
","3
","2
","
","
","3
","3
","1
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","1
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","1
","2
","2
","
","1
","2
","2
","2
","2
","1
","2
","2
","2
","1333
","U
","2
","27320
","0580
"
"1500700
","02
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","3
","3
","1
","1
","1
","4
","3
","3
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","1
","0
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","889
","U
","2
","27320
","0580
"
"1500700
","03
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","9
","1
","1
","1
","1
","3
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","1
","1
","
","
","
","1
","1
","1
","
","
","
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1778
","U
","2
","27320
","0580
"
"1500700
","04
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","3
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","2
","3
","2
","3
","3
","2
","
","4
","3
","2
","1
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","889
","U
","2
","27320
","0580
"
"1500700
","05
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","1
","2
","1
","1
","1
","1
","3
","
","3
","1
","1
","1
","4
","
","3
","1
","1
","4
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1333
","U
","2
","27320
","0580
"
"1500707
","01
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","1
","2
","1
","1
","2
","3
","1
","1
","2
","2
","2
","2
","1
","2
","1
","1
","1
","1
","2
","1
","1
","2
","1
","1
","2
","3
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","2
","2
","9
","3
","1
","2
","3
","2
","9
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","3
","1
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1152
","U
","2
","27330
","0580
"
"1500707
","03
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","1
","2
","2
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","3
","3
","2
","2
","2
","2
","2
","1
","1
","2
","2
","1
","1
","2
","4
","
","
","2
","1
","
","4
","
","
","2
","1
","
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1152
","U
","2
","27330
","0580
"
"1500707
","05
","03
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","1
","2
","1
","2
","1
","3
","1
","1
","1
","1
","2
","3
","2
","1
","1
","1
","1
","2
","2
","9
","2
","2
","1
","2
","1
","3
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","2
","1
","1
","2
","3
","2
","
","1
","1
","3
","3
","2
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1728
","U
","2
","27330
","0580
"
"1500728
","01
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","2
","1
","1
","1
","3
","1
","1
","3
","3
","3
","2
","1
","1
","1
","2
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2611
","U
","2
","27340
","0580
"
"1500728
","03
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","
","
","
","2
","2
","
","
","
","
","2
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1567
","U
","2
","27340
","0580
"
"1500728
","04
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","1
","2
","2
","2
","3
","2
","2
","3
","3
","2
","3
","3
","2
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","522
","U
","2
","27340
","0580
"
"1500728
","05
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","2
","1
","3
","2
","3
","1
","2
","3
","3
","2
","1
","2
","2
","3
","2
","1
","1
","2
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","2
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1045
","U
","2
","27340
","0580
"
"1500734
","01
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","3
","1
","1
","2
","2
","3
","1
","1
","2
","2
","2
","1
","2
","2
","3
","1
","1
","1
","2
","1
","1
","2
","1
","2
","2
","1
","2
","2
","2
","2
","1
","2
","1
","1
","1
","1
","1
","1
","1
","3
","3
","2
","1
","1
","2
","3
","3
","2
","1
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1063
","U
","3
","27350
","0590
"
"1500734
","02
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","1
","A
","-
","3
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","1
","2
","1
","3
","1
","1
","1
","2
","1
","1
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","1
","1
","3
","3
","3
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1063
","U
","3
","27350
","0590
"
"1500734
","03
","03
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","3
","2
","1
","2
","1
","3
","1
","1
","1
","1
","2
","1
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","1
","1
","3
","2
","3
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","2
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1595
","U
","3
","27350
","0590
"
"1500734
","04
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","3
","2
","1
","1
","1
","3
","1
","1
","1
","1
","2
","1
","1
","1
","3
","2
","2
","2
","2
","2
","1
","2
","1
","1
","2
","1
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","1
","1
","
","
","
","
","2
","2
","
","
","
","
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","1
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1063
","U
","3
","27350
","0590
"
